company_name,geocoded_street_address,geocoded_city_address,st_asgeojson,geocoded_zip
"",1121 E Green ST,"Pasadena, CA","{""type"":""Point"",""coordinates"":[-118.127287638618,34.144861507157202]}",91106
Bartender,,,"{""type"":""Point"",""coordinates"":[-83.267463668294099,42.520348716786103]}",48025
Emerald Scarab,,,,
"",,,,
Window Restoration & Repair,3371 Cerritos AVE,"Los Alamitos, CA","{""type"":""Point"",""coordinates"":[-118.073800756699995,33.810380000000002]}",90720
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Let The Music Play,,,"{""type"":""Point"",""coordinates"":[-118.309867862934993,34.066366176747998]}",90020
PREMIUM AIR,,,"{""type"":""Point"",""coordinates"":[-118.330447372253005,34.128212086589102]}",90068
B. Air Conditions Services Inc,14028 Bessemer ST,"VanNuys, CA","{""type"":""Point"",""coordinates"":[-118.438804139222995,34.180951020392897]}",91401
"",,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Choice Veterinary Care,,,"{""type"":""Point"",""coordinates"":[-118.330447372253005,34.128212086589102]}",90068
Go Junk Free,,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.309867862934993,34.066366176747998]}",90020
"",,,"{""type"":""Point"",""coordinates"":[-118.594986268260996,34.154907918063202]}",91364
Dr. Naim,,,"{""type"":""Point"",""coordinates"":[-118.445918678148004,34.045503025111401]}",90025
Carlsen Animal Hospital,11163 La Grange AVE,"West Los Angeles, CA","{""type"":""Point"",""coordinates"":[-118.441143907270003,34.042607347840701]}",90025
Sheridan In-Home Care,3710 S Robertson BLVD STE 216A,"Culver City, CA","{""type"":""Point"",""coordinates"":[-118.391393440791006,34.0186843585209]}",90232
The Greg Gill Company,,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.381182141216001,34.094309765850298]}",90069
.,,,"{""type"":""Point"",""coordinates"":[-118.349741158032998,34.070212894525298]}",90036
"",,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
Bits & PCs,,,,
Brooks Software,,,"{""type"":""Point"",""coordinates"":[-118.259193658079994,34.111101350067997]}",90039
Zuniga Entertainment,,,"{""type"":""Point"",""coordinates"":[-118.412720944444004,34.100182410059602]}",90210
FLORET FLORAL DESIGN,654 N Larchmont BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.323572151704994,34.082678666052502]}",90020
"",,,"{""type"":""Point"",""coordinates"":[-118.594986268260996,34.154907918063202]}",91364
Farmer's Insurance,5711 W Slauson AVE UNIT #240,"Culver City, CA","{""type"":""Point"",""coordinates"":[-118.382506705078995,33.989042649835199]}",90230
Basic Training,,,"{""type"":""Point"",""coordinates"":[-118.259193658079994,34.111101350067997]}",90039
Anton's Jewelry Shop,4118 W Burbank BLVD,"Burbank, CA","{""type"":""Point"",""coordinates"":[-118.354697053901006,34.172889261718602]}",91505
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
EAA Hauling,,,"{""type"":""Point"",""coordinates"":[-118.309867862934993,34.066366176747998]}",90020
"",,,"{""type"":""Point"",""coordinates"":[-118.383827854771994,34.051805598412699]}",90035
Beverly Hills Flower Gallery,"","Beverly Hills, CA 90210","{""type"":""Point"",""coordinates"":[-118.414726947597998,34.101058909498498]}",90210
"",,,"{""type"":""Point"",""coordinates"":[-118.431381604907003,34.147475918875003]}",90004
Magnitude Cheer,7738 Gloria AVE,"Van Nuys, CA","{""type"":""Point"",""coordinates"":[-118.479212937781,34.210963785580098]}",91406
Joel J. Loquvam & Associates,9701 Wilshire Blvd,"Beverly Hills, CA 90212","{""type"":""Point"",""coordinates"":[-118.405611286937003,34.067158158237902]}",90212
Bucklan Design Woodworks,1863 Blake AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.243358902322001,34.098413694109198]}",90039
Homero Hardwood Floors,,,"{""type"":""Point"",""coordinates"":[-118.309867862934993,34.066366176747998]}",90020
Ory's Hardwood Floors,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Simon Master Tailor,8042 W 3 Rd ST,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.364948402115999,34.071908489972401]}",90048
"",436 N Roxbury STE 104,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.406331887652001,34.067985620124503]}",90210
Sarah Casey Design,,,"{""type"":""Point"",""coordinates"":[-118.467981006911003,34.012032740992403]}",90405
"",,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
In Its Place,,,"{""type"":""Point"",""coordinates"":[-118.425388593826995,34.036512677448101]}",90064
LA Vet Clinic,3853 Melrose,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.284125678647996,34.083687375691298]}",90004
Nanny,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Rancho Park Vet Clinic,10585 Pico BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.421559502997994,34.0438146167497]}",90064
City of Angels Healing,,,"{""type"":""Point"",""coordinates"":[-118.309867862934993,34.066366176747998]}",90020
"",,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.328591041604994,34.128089262614303]}",90068
All around handyman,,,"{""type"":""Point"",""coordinates"":[-118.491937685785999,34.088039694838997]}",90049
Louanimal,,,"{""type"":""Point"",""coordinates"":[-118.330447372253005,34.128212086589102]}",90068
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.430779767066994,34.001417047730499]}",90066
"",,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.291597067642002,34.125396686297798]}",90027
Benchmark Construction,,,"{""type"":""Point"",""coordinates"":[-118.259193658079994,34.111101350067997]}",90039
Mimi Hair Stylist,,,"{""type"":""Point"",""coordinates"":[-118.875581891576999,34.308760896382999]}",93021
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
Aqua Swim & Safety,,,"{""type"":""Point"",""coordinates"":[-118.365295811348005,34.107471444297701]}",90046
ARO Construction and Development,,,"{""type"":""Point"",""coordinates"":[-118.467981006911003,34.012032740992403]}",90405
Krane Financial Solutions,"","Glendale, CA 90039","{""type"":""Point"",""coordinates"":[-118.260058796009005,34.111842201112999]}",90039
"","","Los Angeles, CA 90036","{""type"":""Point"",""coordinates"":[-118.349850405156005,34.070137720014799]}",90036
"",,,"{""type"":""Point"",""coordinates"":[-118.260058795950997,34.111842200880602]}",90039
Hercules Custom Furniture,5220 Melrose AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.31439051353,34.0832062086116]}",90038
Maccog,,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
L.A. Hydro-Jet & Rooter Service,,,"{""type"":""Point"",""coordinates"":[-118.349850405159998,34.070137720035]}",90036
The Mac Whisperer,,,"{""type"":""Point"",""coordinates"":[-118.372710721390007,34.072924446593802]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Pediatric Dental Center,8635 W 3 Rd ST UNIT #255,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.380593952335005,34.0736671670386]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.489266274483995,34.087193557306598]}",90049
Lamb's Reweaving,4221 Wilshire #290 UNIT 2,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.411047253741003,34.104822294465897]}",
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
GanzMedia,,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.349850405156005,34.070137720014799]}",90004
"",,"Los Angles, CA","{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
Kensington Caterers,,,"{""type"":""Point"",""coordinates"":[-118.469391631375004,34.011077750144104]}",90405
Chucks Parking Service,,,"{""type"":""Point"",""coordinates"":[-118.492294463535998,34.150856103396798]}",91436
SD Productions,,,"{""type"":""Point"",""coordinates"":[-118.309869963835993,34.066378625528202]}",90020
Art house of tailoring,12190 Ventura BLVD,"Studio City, CA","{""type"":""Point"",""coordinates"":[-118.397913590711994,34.143238596623199]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.328591041699994,34.128089262647798]}",90068
www.LisaFishman.com,,,"{""type"":""Point"",""coordinates"":[-118.290811650828999,34.125511206639203]}",90027
Debra Luftman MD,416 N Bedford DR,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.404995008770001,34.068368781695398]}",90212
Salon Lavish,147 S Citrus AVE,"Covina, CA","{""type"":""Point"",""coordinates"":[-117.890217405491995,34.086089476296102]}",91723
"",,,"{""type"":""Point"",""coordinates"":[-118.489266274390005,34.087193557236198]}",90049
Little Saplings Children's Gardening,,,"{""type"":""Point"",""coordinates"":[-118.321399026432999,34.073424055915503]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.294660400794996,34.089848073396098]}",90029
"",,,"{""type"":""Point"",""coordinates"":[-118.262974487351002,34.079216664125802]}",90026
The Greg Gill Co,,,"{""type"":""Point"",""coordinates"":[-118.309869963835993,34.066378625528202]}",90020
A-Automated Security Gates,,"los angles, CA","{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
FoodInk Catering,1105 1107 S La Brea AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.344151911997997,34.055062799734301]}",90019
Reiss Physical Therapy & Rehab,,,"{""type"":""Point"",""coordinates"":[-118.326989010321,34.083063868984702]}",90004
ACME Clean air. Inc.  ,,,"{""type"":""Point"",""coordinates"":[-118.445918678148004,34.045503025111401]}",90004
nanny/housekeeper,10640 Rochester AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.433548306508001,34.058087691814301]}",90024
vip moving,,,"{""type"":""Point"",""coordinates"":[-118.402081740412001,34.263194876699899]}",91331
"",,,"{""type"":""Point"",""coordinates"":[-118.279300479395999,34.085075073268598]}",90026
Active Appliances,6736 Van Nuys BLVD,"Van Nuys, CA","{""type"":""Point"",""coordinates"":[-118.448209120613001,34.193299110555003]}",90004
Pro Travel inc,,,"{""type"":""Point"",""coordinates"":[-118.465033124016998,33.993351079254701]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
Cal Stars construction,,,"{""type"":""Point"",""coordinates"":[-118.002566261146995,34.1577376882991]}",91016
American Platforms Hardwood Floors,,,"{""type"":""Point"",""coordinates"":[-118.491937685785999,34.088039694838997]}",90049
"",,,"{""type"":""Point"",""coordinates"":[-118.330447372253005,34.128212086589102]}",90068
Mobile Auto Detailing,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Valencia Mobile Detail and Car Wash,,,"{""type"":""Point"",""coordinates"":[-118.412720944444004,34.100182410059602]}",90210
the Buffalo Walker,,,"{""type"":""Point"",""coordinates"":[-118.435735144763001,34.066263867123403]}",90024
tennis instructor,,,"{""type"":""Point"",""coordinates"":[-118.435735144763001,34.066263867123403]}",90024
RAYA,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Pour La Pooch,,,"{""type"":""Point"",""coordinates"":[-118.310715038509002,34.076258599105401]}",90004
Car Wash,,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"Recovery Help Now, Inc",,,"{""type"":""Point"",""coordinates"":[-118.503349218308003,34.037624536266399]}",90402
"",,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.411047253741003,34.104822294465897]}",
John Austria Chiropractic,4883 Lankershim BLVD,"North Hollywood, CA","{""type"":""Point"",""coordinates"":[-118.371265925425007,34.159158956111902]}",91601
Car Washer,,,"{""type"":""Point"",""coordinates"":[-118.520345268152994,34.159737288981397]}",91316
The Doula Project,1127 Hyperion AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.279370022360993,34.092705301421603]}",90029
Karbon,,,"{""type"":""Point"",""coordinates"":[-118.263637639554005,34.078824685077201]}",90026
"",,,"{""type"":""Point"",""coordinates"":[-118.49153499498,34.029913245327698]}",90403
Law Offices of Glenn E. Stevens,355 N Canon DR,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.400310874615997,34.069930972742]}",90210
Metropolitan Cleaning Pros,8959 Hargis St,"Los Angeles, CA 90034","{""type"":""Point"",""coordinates"":[-118.388208374076001,34.035475990414099]}",90034
Albert Nejat,9808 Venice BLVD STE 600,"Culver City, CA","{""type"":""Point"",""coordinates"":[-118.397873705283004,34.023398637869498]}",90232
"",,,"{""type"":""Point"",""coordinates"":[-118.393486325211001,34.138809594351301]}",91604
Piele Skin Boutique,9721 Little Santa Monica,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.491937685785999,34.088039694838997]}",90049
Platinum,,,"{""type"":""Point"",""coordinates"":[-118.309867862934993,34.066366176747998]}",90020
"",,,"{""type"":""Point"",""coordinates"":[-118.349850405159998,34.070137720035]}",90036
Wes Power,,,"{""type"":""Point"",""coordinates"":[-118.349850405159998,34.070137720035]}",90036
"",,,"{""type"":""Point"",""coordinates"":[-118.349850405159998,34.070137720035]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.338736237407005,34.048638385962199]}",90019
"",,,"{""type"":""Point"",""coordinates"":[-118.489266274483995,34.087193557306598]}",90049
"",,,"{""type"":""Point"",""coordinates"":[-118.365202417424001,34.107410286201699]}",90046
"",,,"{""type"":""Point"",""coordinates"":[-118.372812914953997,34.072920142745701]}",90048
401K,,,"{""type"":""Point"",""coordinates"":[-118.207664845167997,34.137729036180097]}",90041
Just Joh,4500 Don Tonito DR,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.353407500706993,34.005124253839902]}",90008
LA County Arboretum,,,"{""type"":""Point"",""coordinates"":[-118.113412567810002,34.122330278361801]}",91108
AzurLogix,,"Laurel Canyon, CA","{""type"":""Point"",""coordinates"":[-118.365202417491005,34.107410286267999]}",90046
"",,,"{""type"":""Point"",""coordinates"":[-118.328591041699994,34.128089262647798]}",90068
FoodInk Catering,1105 S La Brea,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.344151911997997,34.055062799734301]}",90019
"computersWTF, Inc.",1955 Tamarind AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.319581516563005,34.106780483154097]}",90068
Airport Assistance,315 Nash ST,"El Segundo, CA","{""type"":""Point"",""coordinates"":[-118.387512082559994,33.919964731461398]}",90004
All Out Moving,,,"{""type"":""Point"",""coordinates"":[-118.127848335866986,34.1639953783395]}",
bestpartiesbyerin.com,,,"{""type"":""Point"",""coordinates"":[-118.310715038508988,34.076258599105401]}",90004
Dino's Moving and Storage,,,"{""type"":""Point"",""coordinates"":[-118.310715038508988,34.076258599105401]}",90004
"Mirman, Bubman and Nahmias",21860 Burbank Blvd,"Los Angeles, CA 91367","{""type"":""Point"",""coordinates"":[-118.603820813585003,34.172066163516199]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.113480894798002,34.122344531860598]}",90004
"",,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.359578950997999,33.994079390122501]}",90004
The Nerrivik Studio,338 N Canon DR UNIT STE 2ND #5,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.399955858588996,34.0701798598854]}",90004
Waldman Orthodontics,99 N La Cienega,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.376336976833002,34.067231383606597]}",90004
Cloverdale Plumbing,,,"{""type"":""Point"",""coordinates"":[-73.988187388343192,40.688804100742502]}",11201
Firmly Planted,,,"{""type"":""Point"",""coordinates"":[-118.392840450676999,34.139129484371999]}",90004
Dean Eigger Construction,,,"{""type"":""Point"",""coordinates"":[-118.338736237391998,34.048638385939]}",90019
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
Seasons,,,"{""type"":""Point"",""coordinates"":[-74.008997552145388,40.719525072965098]}",10013
Perfect Day Surf Camp,,,"{""type"":""Point"",""coordinates"":[-118.37921190649098,34.062492751402203]}",90035
West End Pediatrics,,,"{""type"":""Point"",""coordinates"":[-73.988187388343192,40.688804100742502]}",11201
Mount Sinai,,,"{""type"":""Point"",""coordinates"":[-73.988187388343192,40.688804100742502]}",11201
Catering,,,"{""type"":""Point"",""coordinates"":[-73.963804431884,40.679171143592697]}",11238
Anne T. Carlon M.D. ,235 E 67 Th ST,"NEW YORK, NY","{""type"":""Point"",""coordinates"":[-73.962300372857896,40.766391548854898]}",10011
Perfect Day Surf camp,,,"{""type"":""Point"",""coordinates"":[-118.445918678148018,34.045503025111401]}",90025
West End Pediatrics,,,"{""type"":""Point"",""coordinates"":[-74.004927866981234,40.720107074809697]}",10013
Downtown Women OBGYN,568 Broadway STE 304,"New York, NY","{""type"":""Point"",""coordinates"":[-73.997698240114701,40.724196728831302]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.339387334147006,34.079976426086098]}",90036
Dr. Newman Optometry,8314 Wilshire BLVD,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.372901161236996,34.064289870684703]}",90036
"",,,"{""type"":""Point"",""coordinates"":[-118.291597067641987,34.125396686297798]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.338736237391998,34.048638385939]}",90019
madebycvc,,,"{""type"":""Point"",""coordinates"":[-118.338736237391998,34.048638385939]}",90019
self-employed,,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
Western Exterminator,,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
Barbara Balaban Interiors,,,"{""type"":""Point"",""coordinates"":[-118.462601219362995,34.006772172137701]}",90405
McKernan Inspections,,,"{""type"":""Point"",""coordinates"":[-118.316631600817004,34.1084660533621]}",90068
Oto Zuniga Housepainting,,,"{""type"":""Point"",""coordinates"":[-73.974852684750488,40.792197844697199]}",10024
Organizing Concepts and Designs,,,"{""type"":""Point"",""coordinates"":[-118.310722412610005,34.076197339627399]}",90004
"",901 Montana AVE,"Santa Monica, CA","{""type"":""Point"",""coordinates"":[-118.499961025261996,34.0286615576521]}",90035
"",,,"{""type"":""Point"",""coordinates"":[-118.281422514715985,34.106710128007101]}",90027
That Honey-Do List!,,,"{""type"":""Point"",""coordinates"":[-118.27773062992901,34.101367231745897]}",90027
Lorenz Electrical,,,"{""type"":""Point"",""coordinates"":[-118.27773062992901,34.101367231745897]}",90027
Self,407 S Orange DR,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.342176613964,34.066588985294203]}",90036
"",,,"{""type"":""Point"",""coordinates"":[-118.372812914954011,34.072920142745701]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.361906310036005,34.0523026583299]}",90019
AeroShade,,,"{""type"":""Point"",""coordinates"":[-118.315359586621014,34.077211298402297]}",90004
UCLA,,,"{""type"":""Point"",""coordinates"":[-118.315310221435993,34.074966591445801]}",90004
Nantucket Shutters,,,"{""type"":""Point"",""coordinates"":[-118.363877587538013,34.060107650387998]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.435048426207999,34.000135495594002]}",90066
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038508988,34.076258599105401]}",90004
Fire and Stone Bartending & Catering,,,"{""type"":""Point"",""coordinates"":[-118.281422514715985,34.106710128007101]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.461626886901996,33.996488248249499]}",90291
Plumridge,,,"{""type"":""Point"",""coordinates"":[-118.498720832469985,34.191720049357301]}",91406
"",,,"{""type"":""Point"",""coordinates"":[-118.326244604261007,34.064710714544901]}",90020
Clevertwist,,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
One Healthy Mother,,,"{""type"":""Point"",""coordinates"":[-118.373463491275004,34.077303604369597]}",90048
"",,,"{""type"":""Point"",""coordinates"":[-118.330166455129017,34.064482879419998]}",90020
"",,,"{""type"":""Point"",""coordinates"":[-118.330447372252991,34.128212086589102]}",90068
"",,,"{""type"":""Point"",""coordinates"":[-118.391748184411,34.018766067824998]}",90232
"",,,"{""type"":""Point"",""coordinates"":[-118.290811650867994,34.1255112066601]}",90027
Team Tutors,,,"{""type"":""Point"",""coordinates"":[-118.315359586621014,34.077211298402297]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.262974487351016,34.079216664125802]}",
Bullseye Organizing Solutions,,,"{""type"":""Point"",""coordinates"":[-118.309869963835979,34.066378625528202]}",90020
"",,,"{""type"":""Point"",""coordinates"":[-118.325323817228991,34.111911811701098]}",90068
Laura Divenere Interiors,,,"{""type"":""Point"",""coordinates"":[-118.365295811348005,34.107471444297701]}",90046
"",,,"{""type"":""Point"",""coordinates"":[-118.330447372252991,34.128212086589102]}",90068
"",,,"{""type"":""Point"",""coordinates"":[-118.414726947598012,34.101058909498597]}",90210
"",,,"{""type"":""Point"",""coordinates"":[-118.373480001321013,34.097164175711498]}",90069
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
Breaking the Coade,,,"{""type"":""Point"",""coordinates"":[-118.27773062992901,34.101367231745897]}",90027
Aero Shade Co,8404 3 Rd ST,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.373314935625999,34.072939550621697]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.345911743190982,34.052972077033203]}",90019
Present Lady,,,"{""type"":""Point"",""coordinates"":[-118.547552629145997,34.155099183553801]}",91356
Present Lady,,,"{""type"":""Point"",""coordinates"":[-118.547552629145997,34.155099183553801]}",91356
Present Lady,,"Tarzana, CA","{""type"":""Point"",""coordinates"":[-118.549334000000002,34.162998999999999]}",90004
"",,"Fort Worth, TX","{""type"":""Point"",""coordinates"":[-97.380480000000006,32.743319999999997]}",76107
"",,,"{""type"":""Point"",""coordinates"":[-118.306892333750994,34.059162564588497]}",90005
"",,,"{""type"":""Point"",""coordinates"":[-118.321652710264999,34.037837610967301]}",90018
Hambrick Finishes,,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.411047253741003,34.104822294465897]}",90048
ELM Concierge,,,"{""type"":""Point"",""coordinates"":[-118.318074297741987,34.069860026548703]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.371962974590986,34.065497160862797]}",90048
Creative Arts Furniture,,,"{""type"":""Point"",""coordinates"":[-118.207664845167983,34.137729036180097]}",90041
Eastside Hounds,,,"{""type"":""Point"",""coordinates"":[-118.223847070455008,34.109173531853401]}",90065
"",,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.309869963779988,34.066378625550399]}",90020
Hollywood Dog Training,,,"{""type"":""Point"",""coordinates"":[-118.470125258693997,34.046055199490297]}",90049
"",,,"{""type"":""Point"",""coordinates"":[-118.330447372252991,34.128212086589102]}",90068
"",,,"{""type"":""Point"",""coordinates"":[-118.322880487549014,34.071126313259001]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.290811650828999,34.125511206639203]}",90027
CAL TILE CENTER INC,5108 W 190 Th ST,"Torrance, CA","{""type"":""Point"",""coordinates"":[-118.365431461537995,33.858185844933303]}",90027
Crown tutoring,,,"{""type"":""Point"",""coordinates"":[-118.330447372252991,34.128212086589102]}",90068
"",,,"{""type"":""Point"",""coordinates"":[-118.330447372252991,34.128212086589102]}",90068
"",,,"{""type"":""Point"",""coordinates"":[-118.373480001321013,34.097164175711498]}",90069
"",,,"{""type"":""Point"",""coordinates"":[-118.281422514715985,34.106710128007101]}",90027
"",1040 N Wilson AVE,"Pasadena, CA","{""type"":""Point"",""coordinates"":[-118.127846117420006,34.1639935889458]}",
"",,,"{""type"":""Point"",""coordinates"":[-118.270460662201003,34.111654450036802]}",
"",,,"{""type"":""Point"",""coordinates"":[-118.287783239373994,34.1040596220856]}",90027
"",,,"{""type"":""Point"",""coordinates"":[-118.315310221435993,34.074966591445801]}",90004
temptec,,,"{""type"":""Point"",""coordinates"":[-118.670100973317005,34.1242605778979]}",91302
Radiant Window & Gutter Cleaning,,,"{""type"":""Point"",""coordinates"":[-118.207664845167983,34.137729036180097]}",90041
Tim Stivers Heat/AC,,,"{""type"":""Point"",""coordinates"":[-118.310715038508988,34.076258599105401]}",90004
United Picture & Frame Co.,2295 E Colorado BLVD,"Pasadena, CA","{""type"":""Point"",""coordinates"":[-118.102855553102003,34.146170660197903]}",90232
Finishing Concepts,3370 N San Fernando RD UNIT #103‎,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.251509299711998,34.120417886140302]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.412720944444004,34.100182410059602]}",90210
AK Treadmill Repari,,,"{""type"":""Point"",""coordinates"":[-118.306892333891994,34.0591625645825]}",90005
AK Treadmill Repair,,,"{""type"":""Point"",""coordinates"":[-118.306892333891994,34.0591625645825]}",90005
"",,,"{""type"":""Point"",""coordinates"":[-118.281422514715985,34.106710128007101]}",90027
A Seed To Grow,,,"{""type"":""Point"",""coordinates"":[-118.338736237391998,34.048638385939]}",90019
"",,,"{""type"":""Point"",""coordinates"":[-118.281422514715985,34.106710128007101]}",90027
Summit prep,,,"{""type"":""Point"",""coordinates"":[-118.310722412550007,34.076197339639798]}",90004
Mobile Notary Public,,,"{""type"":""Point"",""coordinates"":[-118.281144725117997,34.1078116505496]}",90027
Lisa Franchot Photography,,,"{""type"":""Point"",""coordinates"":[-118.290811650828999,34.125511206639203]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.322880487549014,34.071126313259001]}",90004
Kelsey Edwards Photography,633 N La Brea AVE,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.344136792773,34.082376116934199]}",90019
"",,,"{""type"":""Point"",""coordinates"":[-118.465033123994004,33.993351079235097]}",90291
"",,,"{""type"":""Point"",""coordinates"":[-118.310715038508988,34.076258599105401]}",90004
"",,,"{""type"":""Point"",""coordinates"":[-118.270460662201003,34.111654450036802]}",
"",,,"{""type"":""Point"",""coordinates"":[-118.227538642507994,34.109669129721198]}",90065
The Law Office of Edward J. Blum,3699 Wilshire BLVD UNIT STE 700,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.306209158125995,34.062301995269898]}",90007
Jonathan & George Salon,9320 Civic Center DR,"Beverly Hills, CA","{""type"":""Point"",""coordinates"":[-118.396299721728994,34.076172185291597]}",90004
Skincare solutions by Andrea,9911 Pico BLVD STE 200 WEST STUDIO #44,"LOS ANGELES, CA","{""type"":""Point"",""coordinates"":[-118.404239926486994,34.053572566209397]}",90004
El Segundo Animal Hospital,240 Center ST,"El Segundo, CA 90245, CA","{""type"":""Point"",""coordinates"":[-118.404735576730005,33.918523045229598]}",90004
